--- Startup times for process: Primary (or UI client) ---

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines

000.001  000.001: --- NVIM STARTING ---
000.156  000.155: event init
000.343  000.187: early init
001.124  000.781: locale set
001.205  000.080: init first window
002.073  000.868: inits 1
002.114  000.041: window checked
002.124  000.011: parsing arguments
003.119  000.096  000.096: require('vim.shared')
003.298  000.072  000.072: require('vim.inspect')
003.389  000.074  000.074: require('vim._options')
003.393  000.268  000.122: require('vim._editor')
003.396  000.434  000.070: require('vim._init_packages')
003.399  000.842: init lua interpreter
006.217  002.817: expanding arguments
006.276  000.059: inits 2
006.797  000.521: init highlight
006.866  000.069: clear screen
007.188  000.030  000.030: require('vim.keymap')
009.151  000.356  000.356: sourcing nvim_exec2()
009.406  002.532  002.145: require('vim._defaults')
009.410  000.013: init default mappings & autocommands
010.984  000.145  000.145: sourcing /usr/local/Cellar/neovim/0.11.3/share/nvim/runtime/ftplugin.vim
011.224  000.067  000.067: sourcing /usr/local/Cellar/neovim/0.11.3/share/nvim/runtime/indent.vim
013.078  001.197  001.197: require('lazy')
013.517  000.024  000.024: require('ffi')
013.617  000.062  000.062: require('vim.fs')
014.016  000.393  000.393: require('vim.uri')
014.059  000.535  000.080: require('vim.loader')
014.578  000.465  000.465: require('lazy.stats')
015.114  000.433  000.433: require('lazy.core.util')
015.647  000.527  000.527: require('lazy.core.config')
016.692  000.493  000.493: require('lazy.core.handler')
017.682  000.323  000.323: require('lazy.pkg')
017.697  000.647  000.324: require('lazy.core.meta')
017.711  001.011  000.364: require('lazy.core.plugin')
017.729  002.075  000.571: require('lazy.core.loader')
019.495  000.495  000.495: require('lazy.async')
020.948  000.847  000.847: require('lazy.manage.process')
021.368  000.412  000.412: require('lazy.terminal')
021.392  001.888  000.629: require('lazy.manage.task')
021.399  002.749  000.367: require('lazy.manage.runner')
021.407  003.071  000.322: require('lazy.manage')
021.414  003.421  000.350: require('lazy.view.commands')
021.853  000.373  000.373: require('lazy.core.fragments')
025.270  000.261  000.261: require('astronvim.config')
025.281  000.653  000.392: require('astronvim')
025.526  000.227  000.227: require('vim.hl')
025.965  000.433  000.433: require('astronvim.notify')
028.728  000.409  000.409: require('vim.lsp.log')
030.380  001.645  001.645: require('vim.lsp.protocol')
031.631  001.236  001.236: require('vim.lsp.util')
032.085  000.158  000.158: require('vim.lsp.sync')
032.094  000.451  000.293: require('vim.lsp._changetracking')
032.434  000.158  000.158: require('vim.lsp._transport')
032.461  000.363  000.205: require('vim.lsp.rpc')
032.550  004.693  000.589: require('vim.lsp')
049.258  000.471  000.471: require('lazy.core.handler.event')
049.270  000.935  000.464: require('lazy.core.handler.ft')
049.608  000.331  000.331: require('lazy.core.handler.cmd')
049.867  000.247  000.247: require('lazy.core.handler.keys')
050.052  000.010  000.010: sourcing nvim_exec2() called at /Users/lalocornejo/.dotfiles/nvim/init.lua:0
050.086  000.003  000.003: sourcing nvim_exec2() called at /Users/lalocornejo/.dotfiles/nvim/init.lua:0
054.225  000.117  000.117: sourcing nvim_exec2() called at /usr/local/Cellar/neovim/0.11.3/share/nvim/runtime/filetype.lua:0
054.234  000.344  000.227: sourcing /usr/local/Cellar/neovim/0.11.3/share/nvim/runtime/filetype.lua
054.244  000.495  000.151: sourcing nvim_exec2() called at /Users/lalocornejo/.dotfiles/nvim/init.lua:0
057.285  001.120  001.120: require('vim.treesitter.language')
057.642  000.345  000.345: require('vim.func')
057.992  000.326  000.326: require('vim.func._memoize')
058.055  002.625  000.833: require('vim.treesitter.query')
058.076  003.720  001.095: require('nvim-treesitter.query_predicates')
059.382  000.012  000.012: sourcing nvim_exec2() called at /Users/lalocornejo/.dotfiles/nvim/init.lua:0
059.407  000.004  000.004: sourcing nvim_exec2() called at /Users/lalocornejo/.dotfiles/nvim/init.lua:0
061.525  000.469  000.469: require('astroui.status.config')
061.534  000.756  000.288: require('astroui.config')
061.539  001.453  000.697: require('astroui')
062.501  000.354  000.354: require('astroui.lazygit')
077.062  000.274  000.274: require('astrocore.config')
077.079  000.829  000.555: require('astrocore')
221.878  000.013  000.013: sourcing nvim_exec2() called at /Users/lalocornejo/.dotfiles/nvim/init.lua:0
221.910  000.004  000.004: sourcing nvim_exec2() called at /Users/lalocornejo/.dotfiles/nvim/init.lua:0
222.980  000.012  000.012: require('vim.F')
223.059  000.982  000.970: require('vim.diagnostic')
224.952  000.390  000.390: require('astrocore.buffer')
265.755  000.383  000.383: require('astroui.folding')
271.583  002.389  002.389: require('vim.filetype')
273.925  000.009  000.009: sourcing nvim_exec2() called at ColorSchemePre Autocommands for "*":0
273.945  000.003  000.003: sourcing nvim_exec2() called at ColorSchemePre Autocommands for "*":0
275.378  000.321  000.321: require('astrotheme.lib.util')
275.385  001.113  000.792: require('astrotheme')
275.638  000.250  000.250: require('astrotheme.lib.config')
277.138  000.531  000.531: require('astrotheme.lib.color')
277.236  000.968  000.437: require('astrotheme.palettes.astrodark')
277.776  000.512  000.512: require('astrotheme.groups.base')
278.476  000.363  000.363: require('astrotheme.groups.syntax')
278.915  000.327  000.327: require('astrotheme.groups.lsp')
279.515  000.460  000.460: require('astrotheme.groups.treesitter')
280.211  000.401  000.401: require('astrotheme.groups.astronvim')
280.755  000.413  000.413: require('astrotheme.groups.plugins')
281.138  000.321  000.321: require('astrotheme.groups.plugins.vim-illuminate')
281.493  000.219  000.219: require('astrotheme.groups.plugins.aerial')
281.855  000.238  000.238: require('astrotheme.groups.plugins.snacks')
282.127  000.186  000.186: require('astrotheme.groups.plugins.mason')
282.446  000.222  000.222: require('astrotheme.groups.plugins.todo-comments')
282.751  000.185  000.185: require('astrotheme.groups.plugins.which-key')
283.008  000.159  000.159: require('astrotheme.groups.plugins.gitsigns')
283.242  000.158  000.158: require('astrotheme.groups.plugins.dashboard-nvim')
283.544  000.218  000.218: require('astrotheme.groups.plugins.telescope')
283.919  000.265  000.265: require('astrotheme.groups.plugins.nvim-window-picker')
284.383  000.295  000.295: require('astrotheme.groups.plugins.neo-tree')
284.808  000.249  000.249: require('astrotheme.groups.plugins.blink-cmp')
285.357  000.349  000.349: require('astrotheme.groups.plugins.lazy')
285.853  000.267  000.267: require('astrotheme.groups.plugins.miniicons')
286.413  000.343  000.343: require('astrotheme.groups.plugins.nvim-dap-ui')
289.262  013.371  006.253: sourcing /Users/lalocornejo/.local/share/nvim/lazy/astrotheme/colors/astrodark.lua
300.795  242.617  221.059: require('astrocore')
